Number,Name,Type1,Type2,Pokedex,Label,Label_adjusted,Pokedex_adjusted
327,Spinda,Normal,,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,12,12,no two are said to have identical spot patterns on their hides this moves in a curious manner as if it is stumbling in dizziness its lurching movements can cause the opponent to become confused
327,Spinda,Normal,,"Its steps are staggering and unsteady, but Spinda thinks it’s walking in a straight line.",12,12,its steps are staggering and unsteady but thinks it is walking in a straight line
327,Spinda,Normal,,Each and every Spinda has a slightly different configuration of spots. There are collectors who enjoy the tiny differences in their spot patterns.,12,12,each and every has a slightly different configuration of spots there are collectors who enjoy the tiny differences in their spot patterns
327,Spinda,Normal,,Its steps are shaky and stumbling. Walking for a long time makes it feel sick.,12,12,its steps are shaky and stumbling walking for a long time makes it feel sick
327,Spinda,Normal,,"Each Spinda’s spot pattern is different. With its stumbling movements, it evades opponents’ attacks brilliantly!",12,12,each spot pattern is different with its stumbling movements it evades opponents attacks brilliantly
327,Spinda,Normal,,No two Spinda have the same pattern of spots. Their tottering steps hinder the aim of foes.,12,12,no two have the same pattern of spots their tottering steps hinder the aim of foes
328,Trapinch,Ground,,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",10,10, nest is a sloped bowl like pit dug in sand this patiently waits for prey to tumble down the pit its giant jaws have enough strength to crush even boulders
328,Trapinch,Ground,,TRAPINCH is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This POKéMON can go a whole week without access to any water.,10,10, is a patient hunter it digs an inescapable pit in a desert and waits for its prey to come tumbling down this can go a whole week without access to any water
328,Trapinch,Ground,,It lives in arid deserts. It makes a sloping pit trap in sand where it patiently awaits prey.,10,10,it lives in arid deserts it makes a sloping pit trap in sand where it patiently awaits prey
328,Trapinch,Ground,,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.",10,10,its big jaws crunch through boulders because its head is so big it has a hard time getting back upright if it tips over onto its back
328,Trapinch,Ground,,It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down
328,Trapinch,Ground,,"Its nest is a sloped, bowl-like pit in the desert. Once something has fallen in, there is no escape.",10,10,its nest is a sloped bowl like pit in the desert once something has fallen in there is no escape
328,Trapinch,Ground,,It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down
328,Trapinch,Ground,,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down
328,Trapinch,Ground,,It lives in arid deserts. It makes a sloping pit trap in sand where it patiently awaits prey.,10,10,it lives in arid deserts it makes a sloping pit trap in sand where it patiently awaits prey
328,Trapinch,Ground,,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down
328,Trapinch,Ground,,"Trapinch’s nest is a sloped, bowl-like pit dug in sand. This Pokémon patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",10,10, nest is a sloped bowl like pit dug in sand this patiently waits for prey to tumble down the pit its giant jaws have enough strength to crush even boulders
328,Trapinch,Ground,,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,10,10, is a patient hunter it digs an inescapable pit in a desert and waits for its prey to come tumbling down this can go a whole week without access to any water
328,Trapinch,Ground,,It can live for a week without eating a thing. It waits patiently at the bottom of its nest for prey to appear.,10,10,it can live for a week without eating a thing it waits patiently at the bottom of its nest for prey to appear
328,Trapinch,Ground,,"As it digs through the sand, its giant jaws crush any rocks that obstruct its path. It builds a funnel-shaped nest.",10,10,as it digs through the sand its giant jaws crush any rocks that obstruct its path it builds a funnel shaped nest
328,Trapinch,Ground,,Its jaws are strong enough to crush rocks but so heavy that it can’t get up if it flips over. Sandile seize those moments as their chance.,10,10,its jaws are strong enough to crush rocks but so heavy that it can t get up if it flips over seize those moments as their chance
328,Trapinch,Ground,,"It builds nests that double as traps, lying in wait for its prey to get caught. When night falls, it digs itself a spot beneath the sand to sleep.",10,10,it builds nests that double as traps lying in wait for its prey to get caught when night falls it digs itself a spot beneath the sand to sleep
328,Trapinch,Ground,,"Its nest is a sloped, bowl-like pit in the desert. Once something has fallen in, there is no escape.",10,10,its nest is a sloped bowl like pit in the desert once something has fallen in there is no escape
328,Trapinch,Ground,,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down
328,Trapinch,Ground,,It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.,10,10,it makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down
329,Vibrava,Ground,Dragon,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",10,10,to make prey faint generates ultrasonic waves by vigorously making its two wings vibrate this ultrasonic waves are so powerful they can bring on headaches in people
329,Vibrava,Ground,Dragon,"VIBRAVA’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",10,10, wings have not yet completed the process of growing rather than flying long distances they are more useful for generating ultrasonic waves by vibrating
329,Vibrava,Ground,Dragon,"It generates ultrasonic waves by violently flapping its wings. After making its prey faint, it melts the prey with acid.",10,10,it generates ultrasonic waves by violently flapping its wings after making its prey faint it melts the prey with acid
329,Vibrava,Ground,Dragon,"It looses ultrasonic waves by rubbing its wings together. Since a VIBRAVA’s wings are still in the process of growing, it can only fly short distances.",10,10,it looses ultrasonic waves by rubbing its wings together since a wings are still in the process of growing it can only fly short distances
329,Vibrava,Ground,Dragon,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people.",10,10,it violently shudders its wings generating ultrasonic waves to induce headaches in people
329,Vibrava,Ground,Dragon,"It vibrates its wings vigorously, creating ultrasonic waves that cause serious headaches.",10,10,it vibrates its wings vigorously creating ultrasonic waves that cause serious headaches
329,Vibrava,Ground,Dragon,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people.",10,10,it violently shudders its wings generating ultrasonic waves to induce headaches in people
329,Vibrava,Ground,Dragon,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.,10,10,the ultrasonic waves it generates by rubbing its two wings together cause severe headaches
329,Vibrava,Ground,Dragon,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.,10,10,the ultrasonic waves it generates by rubbing its two wings together cause severe headaches
329,Vibrava,Ground,Dragon,"It generates ultrasonic waves by violently flapping its wings. After making its prey faint, it melts the prey with acid.",10,10,it generates ultrasonic waves by violently flapping its wings after making its prey faint it melts the prey with acid
329,Vibrava,Ground,Dragon,"To make prey faint, Vibrava generates ultrasonic waves by vigorously making its two wings vibrate. This Pokémon’s ultrasonic waves are so powerful, they can bring on headaches in people.",10,10,to make prey faint generates ultrasonic waves by vigorously making its two wings vibrate this ultrasonic waves are so powerful they can bring on headaches in people
329,Vibrava,Ground,Dragon,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",10,10, wings have not yet completed the process of growing rather than flying long distances they are more useful for generating ultrasonic waves by vibrating
329,Vibrava,Ground,Dragon,"Rather than using its underdeveloped wings for flight, it rubs them together, producing ultrasonic waves to attack its enemies.",10,10,rather than using its underdeveloped wings for flight it rubs them together producing ultrasonic waves to attack its enemies
329,Vibrava,Ground,Dragon,"To help make its wings grow, it dissolves quantities of prey in its digestive juices and guzzles them down every day.",10,10,to help make its wings grow it dissolves quantities of prey in its digestive juices and guzzles them down every day
329,Vibrava,Ground,Dragon,"It vibrates its wings to generate ultrasonic waves, causing its prey to faint. Then it buries the prey alive in the sand to preserve it.",10,10,it vibrates its wings to generate ultrasonic waves causing its prey to faint then it buries the prey alive in the sand to preserve it
329,Vibrava,Ground,Dragon,It vibrates its wings to send out odd sound waves. Trainers who are with it need earplugs.,10,10,it vibrates its wings to send out odd sound waves trainers who are with it need earplugs
329,Vibrava,Ground,Dragon,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.,10,10,the ultrasonic waves it generates by rubbing its two wings together cause severe headaches
329,Vibrava,Ground,Dragon,"To help make its wings grow, it dissolves quantities of prey in its digestive juices and guzzles them down every day.",10,10,to help make its wings grow it dissolves quantities of prey in its digestive juices and guzzles them down every day
329,Vibrava,Ground,Dragon,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people.",10,10,it violently shudders its wings generating ultrasonic waves to induce headaches in people
330,Flygon,Ground,Dragon,"FLYGON is nicknamed “the elemental spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",10,10, is nicknamed the elemental spirit of the desert because its flapping wings whip up a cloud of sand this is always enveloped in a sandstorm while flying
330,Flygon,Ground,Dragon,"FLYGON whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this POKéMON is said to be the desert spirit.",10,10, whips up a sandstorm by flapping its wings the wings create a series of notes that sound like singing because the singing is the only thing that can be heard in a sandstorm this is said to be the desert spirit
330,Flygon,Ground,Dragon,It hides itself by kicking up desert sand with its wings. Red covers shield its eyes from sand.,10,10,it hides itself by kicking up desert sand with its wings red covers shield its eyes from sand
330,Flygon,Ground,Dragon,"The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand.",10,10,the flapping of its wings sounds like singing to prevent detection by enemies it hides itself by flapping up a cloud of desert sand
330,Flygon,Ground,Dragon,It whips up sandstorms with powerful flaps of its wings. It is known as “The Desert Spirit.”,10,10,it whips up sandstorms with powerful flaps of its wings it is known as the desert spirit
330,Flygon,Ground,Dragon,It is nicknamed “The Desert Spirit” because the flapping of its wings sounds like a woman singing.,10,10,it is nicknamed the desert spirit because the flapping of its wings sounds like a woman singing
330,Flygon,Ground,Dragon,It whips up sandstorms with powerful flaps of its wings. It is known as “The Desert Spirit.”,10,10,it whips up sandstorms with powerful flaps of its wings it is known as the desert spirit
330,Flygon,Ground,Dragon,"Known as “The Desert Spirit,” this Pokémon hides in the sandstorms it causes by beating its wings.",10,10,known as the desert spirit this hides in the sandstorms it causes by beating its wings
330,Flygon,Ground,Dragon,It hides itself by kicking up desert sand with its wings. Red covers shield its eyes from sand.,10,10,it hides itself by kicking up desert sand with its wings red covers shield its eyes from sand
330,Flygon,Ground,Dragon,"Known as “The Desert Spirit,” this Pokémon hides in the sandstorms it causes by beating its wings.",10,10,known as the desert spirit this hides in the sandstorms it causes by beating its wings
330,Flygon,Ground,Dragon,"Flygon is nicknamed “the elemental spirit of the desert.” Because its flapping wings whip up a cloud of sand, this Pokémon is always enveloped in a sandstorm while flying.",10,10, is nicknamed the elemental spirit of the desert because its flapping wings whip up a cloud of sand this is always enveloped in a sandstorm while flying
330,Flygon,Ground,Dragon,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",10,10, whips up a sandstorm by flapping its wings the wings create a series of notes that sound like singing because the singing is the only thing that can be heard in a sandstorm this is said to be the desert spirit
330,Flygon,Ground,Dragon,"The flapping of its wings sounds something like singing. Those lured by the sound are enveloped in a sandstorm, becoming Flygon’s prey.",10,10,the flapping of its wings sounds something like singing those lured by the sound are enveloped in a sandstorm becoming prey
330,Flygon,Ground,Dragon,This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.,10,10,this hides in the heart of sandstorms it creates and seldom appears where people can see it
330,Flygon,Ground,Dragon,"By flapping their wings, Flygon cause sandstorms that conceal Krookodile. The team then splits the prey they catch.",10,10,by flapping their wings cause sandstorms that conceal the team then splits the prey they catch
330,Flygon,Ground,Dragon,People continue to have their hearts stolen by its enchanting songs and find themselves stranded in the desert.,10,10,people continue to have their hearts stolen by its enchanting songs and find themselves stranded in the desert
330,Flygon,Ground,Dragon,This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.,10,10,this hides in the heart of sandstorms it creates and seldom appears where people can see it
330,Flygon,Ground,Dragon,It is nicknamed the Desert Spirit because the flapping of its wings sounds like a woman singing.,10,10,it is nicknamed the desert spirit because the flapping of its wings sounds like a woman singing
330,Flygon,Ground,Dragon,It whips up sandstorms with powerful flaps of its wings. It is known as the Desert Spirit.,10,10,it whips up sandstorms with powerful flaps of its wings it is known as the desert spirit
331,Cacnea,Grass,,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",9,9, lives in arid locations such as deserts it releases a strong aroma from its flower to attract prey when prey comes near this shoots sharp thorns from its body to bring the victim down
331,Cacnea,Grass,,"The more arid and harsh the environment, the more pretty and fragrant a flower CACNEA grows. This POKéMON battles by wildly swinging its thorny arms.",9,9,the more arid and harsh the environment the more pretty and fragrant a flower grows this battles by wildly swinging its thorny arms
331,Cacnea,Grass,,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.,9,9,it prefers harsh environments such as deserts it can survive for days on water stored in its body
331,Cacnea,Grass,,"CACNEA live in deserts with virtually no rainfall. It battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms.",9,9, live in deserts with virtually no rainfall it battles by swinging its thick spiked arms once a year a yellow flower blooms
331,Cacnea,Grass,,"By storing water in its body, this desert dweller can survive for 30 days without water.",9,9,by storing water in its body this desert dweller can survive for days without water
331,Cacnea,Grass,,It lives in arid locations. Its yellow flowers bloom once a year.,9,9,it lives in arid locations its yellow flowers bloom once a year
331,Cacnea,Grass,,"By storing water in its body, this desert dweller can survive for 30 days without water.",9,9,by storing water in its body this desert dweller can survive for days without water
331,Cacnea,Grass,,It lives in arid locations. Its yellow flowers bloom once a year.,9,9,it lives in arid locations its yellow flowers bloom once a year
331,Cacnea,Grass,,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.,9,9,it prefers harsh environments such as deserts it can survive for days on water stored in its body
331,Cacnea,Grass,,"Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down.",9,9, lives in arid locations such as deserts it releases a strong aroma from its flower to attract prey when prey comes near this shoots sharp thorns from its body to bring the victim down
331,Cacnea,Grass,,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",9,9,the more arid and harsh the environment the more pretty and fragrant a flower grows this battles by wildly swinging its thorny arms
331,Cacnea,Grass,,"By storing water in its body, this desert dweller can survive for 30 days without water.",9,9,by storing water in its body this desert dweller can survive for days without water
332,Cacturne,Grass,Dark,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.",9,9,during the daytime remains unmoving so that it does not lose any moisture to the harsh desert sun this becomes active at night when the temperature drops
332,Cacturne,Grass,Dark,"If a traveler is going through a desert in the thick of night, CACTURNE will follow in a ragtag group. The POKéMON are biding their time, waiting for the traveler to tire and become incapable of moving.",9,9,if a traveler is going through a desert in the thick of night will follow in a ragtag group the are biding their time waiting for the traveler to tire and become incapable of moving
332,Cacturne,Grass,Dark,It lives in deserts. It becomes active at night when it hunts for prey exhausted from the desert’s heat.,9,9,it lives in deserts it becomes active at night when it hunts for prey exhausted from the desert heat
332,Cacturne,Grass,Dark,"After spending thousands of years in harsh deserts, its blood transformed into the same substances as sand. It is nocturnal, so it hunts at night.",9,9,after spending thousands of years in harsh deserts its blood transformed into the same substances as sand it is nocturnal so it hunts at night
332,Cacturne,Grass,Dark,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat.",9,9,it becomes active at night seeking prey that is exhausted from the day desert heat
332,Cacturne,Grass,Dark,Packs of them follow travelers through the desert until the travelers can no longer move.,9,9,packs of them follow travelers through the desert until the travelers can no longer move
332,Cacturne,Grass,Dark,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat.",9,9,it becomes active at night seeking prey that is exhausted from the day desert heat
332,Cacturne,Grass,Dark,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat.",9,9,it becomes active at night seeking prey that is exhausted from the day desert heat
332,Cacturne,Grass,Dark,Packs of them follow travelers through the desert until the travelers can no longer move.,9,9,packs of them follow travelers through the desert until the travelers can no longer move
332,Cacturne,Grass,Dark,"During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.",9,9,during the daytime remains unmoving so that it does not lose any moisture to the harsh desert sun this becomes active at night when the temperature drops
332,Cacturne,Grass,Dark,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",9,9,if a traveler is going through a desert in the thick of night will follow in a ragtag group the are biding their time waiting for the traveler to tire and become incapable of moving
332,Cacturne,Grass,Dark,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat.",9,9,it becomes active at night seeking prey that is exhausted from the day desert heat
333,Swablu,Normal,Flying,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,12,7, has light and fluffy wings that are like cottony clouds this is not frightened of people it lands on the heads of people and sits there like a cotton fluff hat
333,Swablu,Normal,Flying,"SWABLU loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this POKéMON finds a stream and showers itself.",12,7, loves to make things clean if it spots something dirty it will wipe and polish it with its cottony wings if its wings become dirty this finds a stream and showers itself
333,Swablu,Normal,Flying,It constantly grooms its cotton-like wings. It takes a shower to clean itself if it becomes dirty.,12,7,it constantly grooms its cotton like wings it takes a shower to clean itself if it becomes dirty
333,Swablu,Normal,Flying,"A POKéMON that has wings like cottony clouds. After enduring winter, in which little food is available, SWABLU flocks move closer to towns in the spring.",12,7,a that has wings like cottony clouds after enduring winter in which little food is available flocks move closer to towns in the spring
333,Swablu,Normal,Flying,"Its wings are like cotton tufts. If it perches on someone’s head, it looks like a cotton hat.",12,7,its wings are like cotton tufts if it perches on someone head it looks like a cotton hat
333,Swablu,Normal,Flying,It can’t relax if it or its surroundings are not clean. It wipes off dirt with its wings.,12,7,it can t relax if it or its surroundings are not clean it wipes off dirt with its wings
333,Swablu,Normal,Flying,Its wings bring cottony clouds to mind. It grooms with springwater and loves to sit on heads.,12,7,its wings bring cottony clouds to mind it grooms with springwater and loves to sit on heads
333,Swablu,Normal,Flying,It can’t relax if it or its surroundings are not clean. It wipes off dirt with its wings.,12,7,it can t relax if it or its surroundings are not clean it wipes off dirt with its wings
333,Swablu,Normal,Flying,"For some reason, it likes to land on people’s heads softly and act like it’s a hat.",12,7,for some reason it likes to land on people heads softly and act like it is a hat
333,Swablu,Normal,Flying,"For some reason, it likes to land on people’s heads softly and act like it’s a hat.",12,7,for some reason it likes to land on people heads softly and act like it is a hat
333,Swablu,Normal,Flying,It constantly grooms its cotton-like wings. It takes a shower to clean itself if it becomes dirty.,12,7,it constantly grooms its cotton like wings it takes a shower to clean itself if it becomes dirty
333,Swablu,Normal,Flying,Swablu has light and fluffy wings that are like cottony clouds. This Pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,12,7, has light and fluffy wings that are like cottony clouds this is not frightened of people it lands on the heads of people and sits there like a cotton fluff hat
333,Swablu,Normal,Flying,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",12,7, loves to make things clean if it spots something dirty it will wipe and polish it with its cottony wings if its wings become dirty this finds a stream and showers itself
333,Swablu,Normal,Flying,"Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings.",12,7,its cottony wings are full of air making them light and fluffy to the touch takes diligent care of its wings
333,Swablu,Normal,Flying,"Since Swablu looks like a cumulus cloud, foes can have a hard time finding it. Apparently its wings turned white over many generations.",12,7,since looks like a cumulus cloud foes can have a hard time finding it apparently its wings turned white over many generations
333,Swablu,Normal,Flying,"Its wings are like cotton tufts. If it perches on someone’s head, it looks like a cotton hat.",12,7,its wings are like cotton tufts if it perches on someone head it looks like a cotton hat
334,Altaria,Dragon,Flying,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.",2,2, dances and wheels through the sky among billowing cotton like clouds by singing melodies in its crystal clear voice this makes its listeners experience dreamy wonderment
334,Altaria,Dragon,Flying,ALTARIA sings in a gorgeous soprano. Its wings are like cotton clouds. This POKéMON catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,2,2, sings in a gorgeous soprano its wings are like cotton clouds this catches updrafts with its buoyant wings and soars way up into the wild blue yonder
334,Altaria,Dragon,Flying,"If you hear a beautiful melody trilling deep among mountains far from people, it is ALTARIA’s humming.",2,2,if you hear a beautiful melody trilling deep among mountains far from people it is humming
334,Altaria,Dragon,Flying,It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.,2,2,it hums in a beautiful soprano voice it flies among white clouds in the blue sky it launches intensely hot fireballs from its mouth
334,Altaria,Dragon,Flying,It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.,2,2,it looks like a fluffy cloud when it is in flight it hums with its soprano voice
334,Altaria,Dragon,Flying,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum.",2,2,if it bonds with a person it will gently envelop the friend with its soft wings then hum
334,Altaria,Dragon,Flying,It flies gracefully through the sky. Its melodic humming makes you feel like you’re in a dream.,2,2,it flies gracefully through the sky its melodic humming makes you feel like you re in a dream
334,Altaria,Dragon,Flying,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum.",2,2,if it bonds with a person it will gently envelop the friend with its soft wings then hum
334,Altaria,Dragon,Flying,"On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano.",2,2,on sunny days it flies freely through the sky and blends into the clouds it sings in a beautiful soprano
334,Altaria,Dragon,Flying,It flies gracefully through the sky. Its melodic humming makes you feel like you’re in a dream.,2,2,it flies gracefully through the sky its melodic humming makes you feel like you re in a dream
334,Altaria,Dragon,Flying,"On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano.",2,2,on sunny days it flies freely through the sky and blends into the clouds it sings in a beautiful soprano
334,Altaria,Dragon,Flying,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment.",2,2, dances and wheels through the sky among billowing cotton like clouds by singing melodies in its crystal clear voice this makes its listeners experience dreamy wonderment
334,Altaria,Dragon,Flying,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,2,2, sings in a gorgeous soprano its wings are like cotton clouds this catches updrafts with its buoyant wings and soars way up into the wild blue yonder
334,Altaria,Dragon,Flying,"As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience.",2,2,as it flies in a calm and relaxed manner performs a humming song that would enrapture any audience
334,Altaria,Dragon,Flying,"This Pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy.",2,2,this has a kind disposition but if it is provoked it will threaten opponents with shrill cries before attacking them without mercy
334,Altaria,Dragon,Flying,It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.,2,2,it looks like a fluffy cloud when it is in flight it hums with its soprano voice
335,Zangoose,Normal,,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.,12,12,memories of battling its arch rival are etched into every cell of body this adroitly dodges attacks with incredible agility
335,Zangoose,Normal,,"ZANGOOSE usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This POKéMON shares a bitter rivalry with SEVIPER that dates back over generations.",12,12, usually stays on all fours but when angered it gets up on its hind legs and extends its claws this shares a bitter rivalry with that dates back over generations
335,Zangoose,Normal,,"If it comes across a SEVIPER, its fur bristles and it assumes its battle pose. Its sharp claws are its best weapon.",12,12,if it comes across a its fur bristles and it assumes its battle pose its sharp claws are its best weapon
335,Zangoose,Normal,,"When it battles, it stands on its hind legs and attacks with its sharply clawed forelegs. Its fur bristles if it encounters any SEVIPER.",12,12,when it battles it stands on its hind legs and attacks with its sharply clawed forelegs its fur bristles if it encounters any 
335,Zangoose,Normal,,It has feuded with SEVIPER for many generations. Its sharp claws are its biggest weapons.,12,12,it has feuded with for many generations its sharp claws are its biggest weapons
335,Zangoose,Normal,,Its fur would all stand on end if it smelled a SEVIPER nearby. Its sharp claws tear up its foes.,12,12,its fur would all stand on end if it smelled a nearby its sharp claws tear up its foes
335,Zangoose,Normal,,It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons.,12,12,it has feuded with for many generations its sharp claws are its biggest weapons
335,Zangoose,Normal,,"It’s Seviper’s archrival. To threaten those it encounters, it fans out the claws on its front paws.",12,12,it is archrival to threaten those it encounters it fans out the claws on its front paws
335,Zangoose,Normal,,It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons.,12,12,it has feuded with for many generations its sharp claws are its biggest weapons
335,Zangoose,Normal,,Its fur would all stand on end if it smelled a Seviper nearby. Its sharp claws tear up its foes.,12,12,its fur would all stand on end if it smelled a nearby its sharp claws tear up its foes
335,Zangoose,Normal,,Memories of battling its archrival Seviper are etched into every cell of Zangoose’s body. This Pokémon adroitly dodges attacks with incredible agility.,12,12,memories of battling its archrival are etched into every cell of body this adroitly dodges attacks with incredible agility
335,Zangoose,Normal,,"Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This Pokémon shares a bitter rivalry with Seviper that dates back over generations.",12,12, usually stays on all fours but when angered it gets up on its hind legs and extends its claws this shares a bitter rivalry with that dates back over generations
335,Zangoose,Normal,,It has feuded with Seviper for many generations. Its sharp claws are its greatest weapons.,12,12,it has feuded with for many generations its sharp claws are its greatest weapons
336,Seviper,Poison,,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword-edged tail.,13,13, shares a generations long feud with the scars on its body are evidence of vicious battles this attacks using its sword edged tail
336,Seviper,Poison,,SEVIPER’s swordlike tail serves two purposes - it slashes foes and douses them with secreted poison. This POKéMON will not give up its long-running blood feud with ZANGOOSE.,13,13, swordlike tail serves two purposes it slashes foes and douses them with secreted poison this will not give up its long running blood feud with 
336,Seviper,Poison,,It sharpens its swordlike tail on hard rocks. It hides in tall grass and strikes unwary prey with venomous fangs.,13,13,it sharpens its swordlike tail on hard rocks it hides in tall grass and strikes unwary prey with venomous fangs
336,Seviper,Poison,,"SEVIPER and ZANGOOSE are eternal rivals. It counters a ZANGOOSE’s dazzling agility with its swordlike tail, which also oozes a horrible poison.",13,13, and are eternal rivals it counters a dazzling agility with its swordlike tail which also oozes a horrible poison
336,Seviper,Poison,,"For many generations, it has feuded with ZANGOOSE. It whets its bladed tail on rocks for battle.",13,13,for many generations it has feuded with it whets its bladed tail on rocks for battle
336,Seviper,Poison,,"In battle, it uses its bladed tail to counter any ZANGOOSE. It secretes a deadly venom in its tail.",13,13,in battle it uses its bladed tail to counter any it secretes a deadly venom in its tail
336,Seviper,Poison,,"For many generations, it has feuded with Zangoose. It whets its bladed tail on rocks for battle.",13,13,for many generations it has feuded with it whets its bladed tail on rocks for battle
